full_name,name,brand,category,description,abv,serving_ml,alcohol_ml,alcohol_grams,abv_suspicious,missing_taste_profile,abv_outlier,recommendable,image_url,source_dataset,dataset_version,astringency,body,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
DuClaw Brewing Company Euphoria,Euforia,DuClaw Brewing Company,Brown Ale - English,22 IBU,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,48,29,65,5,0,5,29,8,147
DuClaw Brewing Company Funk,Funk Blueberry Citrus Wheat,DuClaw Brewing Company,Wheat Beer - American Pale,"The traditional American Wheat Ale serves as a solid baseline, but we couldn’t be content until we tore the roof off this sucker! Funk, our Blueberry Citrus Wheat Ale, sets the rhythm with a soulful fusion of American wheat and hops, before unleashing a stunning encore with big notes of blueberry and Meyer lemon. It’s no jive, you’ll just dig it!",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,32,21,118,78,3,130,41,3,77
DuClaw Brewing Company Misery,Misery,DuClaw Brewing Company,Wheat Beer - Wheatwine,,10.0,375.0,37.5,29.587500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,59,25,127,68,0,93,31,9,121
DuClaw Brewing Company Naked Fish,Naked Fish,DuClaw Brewing Company,Stout - American,"First brewed in 2002, Naked Fish, like most traditional Stouts, is medium-bodied and nearly black in color with a light tan head. But where Naked Fish turns the stout style upside down is in its flavor profile. Gourmet Chocolate Raspberry Coffee is added to the grain bill to produce a taste experience you’ll never forget. Naked Fish hooks you with flavors and aromas of roast coffee, raspberry and dark chocolate, before releasing you to a dry, chocolatey finish. These enticing flavors, combined with a moderate 4.6% abv, are guaranteed to make you get naked. Fish. Or whatever.",4.6,375.0,17.249999999999996,13.610249999999997,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,89,53,139,21,0,74,12,4,114
DuClaw Brewing Company Old Flame,Old Flame,DuClaw Brewing Company,Old Ale,,7.5,375.0,28.125,22.190625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,22,36,27,102,48,0,46,23,8,102
Dunedin Brewery Red Head Red Ale,Red Head Red Ale,Dunedin Brewery,Red Ale - Irish,Celtic Red Ale,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,47,36,79,20,0,21,42,8,96
Eagle Rock Brewery Solidarity,Solidarity,Eagle Rock Brewery,Mild Ale - English Dark,,3.8,375.0,14.25,11.24325,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,7,82,45,36,10,0,4,18,6,102
East End Brewing Company Gratitude,Gratitude,East End Brewing Company,Barleywine - American,"A limited edition Barleywine Style Ale, brewed in November in the American tradition and hand packaged to specially commemorate the anniversary of the brewery each year.Gratitude Wax Colors:2005-Red Wax2006-Orange Wax2007-Yellow Wax2008-Green Wax2009-Blue Wax2010-Indigo Wax2011-no wax, blank cap (Flatitude)2012-no wax, ""12"" on cap (Flatitude)2013-Violet Wax2014 - red wax, label made to look like paper",11.5,375.0,43.125,34.025625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,69,66,124,43,1,60,77,10,108
East End Brewing Company Smokestack Heritage Porter,Smokestack,East End Brewing Company,Porter - Smoked,Nov/Dec release.,6.8,375.0,25.5,20.119500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,91,47,67,8,0,11,22,119,97
Eel River Brewing Co. Triple Exultation,Triple Exultation,Eel River Brewing Co.,Old Ale,,9.7,375.0,36.37499999999999,28.699874999999995,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,59,42,113,27,0,56,33,19,103
Einbecker Brauhaus AG Einbecker Brauherren Non-Alcoholic,Einbecker Brauherren Non-Alcoholic,Einbecker Brauhaus AG,Low Alcohol Beer,"Fresh, light and with the bitter taste of hops.For the figure conscious, sport-active and alcohol abstainer, Einbecker alcohol-free is pure seduction.",0.5,375.0,1.875,1.479375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,24,13,30,8,8,3,6,51,7,39
Einbecker Brauhaus AG Einbecker Mai-Ur-Bock,Mai-Ur-Bock,Einbecker Brauhaus AG,Bock - Maibock,"“Ready for May?” In spring, the Einbecker brew-masters brew a particular special beer, the Einbecker Mai-Ur-Bock. This pleasantly-bitter refreshment is only available in the spring – as long as supplies last.",6.5,375.0,24.375,19.231875000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,14,33,53,87,31,2,34,74,10,112
Einbecker Brauhaus AG Einbecker Schwarzbier,Einbecker Schwarzbier,Einbecker Brauhaus AG,Lager - Schwarzbier,,4.9,375.0,18.375000000000004,14.497875000000004,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,21,69,56,59,13,0,26,47,5,131
Einbecker Brauhaus AG Einbecker Ur-Bock Dunkel,Ur-Bock Dunkel,Einbecker Brauhaus AG,Bock - Traditional,"At the first sip it is smooth and full-bodied, at the second sip the true rich, strong roasted malt aroma of Einbecker Ur-Bock unfolds. The dark barley-malt brewed refreshment from the Einbecker original recipe.",6.5,375.0,24.375,19.231875000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,38,40,55,14,0,18,41,5,88
Einbecker Brauhaus AG Einbecker Winter-Bock,Winter-Bock,Einbecker Brauhaus AG,Bock - Doppelbock,"When it's cool outside, it's time for the dark Einbecker Winter-Bock inside. Selected malts, the finest hops and a special beer yeast provide a true winter treat. With 18.2%, Einbecker Winter-Bock has the highest original wort of all Einbecker beers.",7.5,375.0,28.125,22.190625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,54,39,94,17,0,54,44,7,92
Einstök Ölgerð Icelandic Doppelbock,Icelandic DoppelbockEinstök Ölgerð (Einstök Beer Company),Einstök Ölgerð,Bock - Doppelbock,"The 2015 version of this limited-edition seasonal is only available through the holiday season, but this winter celebration brew is worth the wait. Malted barley and chocolate tones define the traditional style, while the robust aroma and long, mellow finish make this the perfect companion for holiday adventures. Get it while you can.Munich malt, pilsner malt, crystal malt, chocolate malt, bavarian hops.",6.7,375.0,25.125,19.823625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,96,49,131,16,0,42,55,7,187
Einstök Ölgerð Icelandic Toasted Porter,Icelandic Toasted PorterEinstök Ölgerð (Einstök Beer Company),Einstök Ölgerð,Porter - Robust,"With notes of coffee and dark chocolate, this porter is roasty and rich, with a robust, yet smooth body. Toasted malts give it a sinister black color, but its crisp taste will have you believing that there’s no more need to be afraid of the dark.Lager malt, Munich malt, chocolate malt, Bavarian hops, with the slight addition of authentic Icelandic roasted coffee.",6.0,375.0,22.5,17.7525,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,88,83,80,12,2,15,26,10,152
Elbrewery Co. Ltd. Sp. z o.o. Hevelius Kaper,Hevelius Kaper,Elbrewery Co. Ltd. Sp. z o.o.,Lager - European Strong,,8.7,375.0,32.62499999999999,25.741124999999997,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,27,29,68,31,2,28,36,9,73
Element Brewing Company Extra Special Oak (ESO),Extra Special Oak (ESO),Element Brewing Company,Strong Ale - English,,7.75,375.0,29.0625,22.9303125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,51,29,67,25,2,30,39,45,88
Element Brewing Company Summer Pilsner Fusion,Summer Pilsner Fusion,Element Brewing Company,Pilsner - Imperial,,9.1,375.0,34.125,26.924625000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,24,33,38,37,28,3,31,72,10,73
Element Brewing Company Vernal,Vernal,Element Brewing Company,Wheat Beer - Wheatwine,Dunkel Wheatwine.,11.75,375.0,44.0625,34.7653125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,43,58,142,36,0,39,61,8,118
Elevator Brewery & Draught Haus Elevator Bleeding Buckeye Red Ale,Bleeding Buckeye Red Ale,Elevator Brewery & Draught Haus,Bitter - English Extra Special / Strong Bitter (ESB),"Formerly known as Bott Brothers ESB (the original occupants), this alehouse favorite is a complex medley of malt and hops.",5.7,375.0,21.375,16.864875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,32,45,56,16,0,11,75,3,95
Elevator Brewery & Draught Haus Elevator Dark Horse Lager,Dark Horse Lager,Elevator Brewery & Draught Haus,Lager - European Dark,,5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,14,66,37,61,10,1,9,28,2,98
Elysian Brewing Company BiFrost,BiFrost,Elysian Brewing Company,Winter Warmer,,8.3,375.0,31.125000000000004,24.557625000000005,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,15,47,55,60,62,0,96,94,14,71
Elysian Brewing Company Dark O' The Moon,Dark O' The Moon,Elysian Brewing Company,Pumpkin Beer,"Spookily smooth and chocolatey. A perennial favorite and 2010 Silver medalist in the Great American Beer Festival Field Beer category, Dark o' the Moon is brewed with Great Western pale, Crisp 77° Crystal, Munich, Cara-Vienne, roasted, chocolate and Special B malts with roasted pumpkin seeds in the mash. Pumpkin in the mash, kettle and fermenter. Bittered with Magnum and finished with Saaz and crushed cinnamon.",7.6,375.0,28.5,22.4865,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,87,38,62,2,0,69,24,68,95
Elysian Brewing Company Dragon's Tooth Oatmeal Stout,Dragonstooth Stout,Elysian Brewing Company,Stout - Oatmeal,"Rich, Complex, Full-bodied.Style: Imperial Oatmeal Stout.Tasting Notes: Pours a deep, midnight black with a light tan head. Smells of coffee and dark chocolate and the mouthfeel is velvety smooth with flavors of roasted malts, oatmeal and warm bread. Dragonstooth is a very drinkable stout-satisfying but not heavy.Malts: Pale, Munich, C-77, Chocolate, Roasted Barley and Rolled Oats.Hops: Bittered with Magnum, finished with Cascade and Centennial.Body: Substantial.IBU: 56",8.1,375.0,30.375,23.965875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,132,105,60,17,0,18,52,10,171
Elysian Brewing Company Night Owl Pumpkin Ale,Night Owl Pumpkin Ale,Elysian Brewing Company,Pumpkin Beer,"Brewed with 150 lbs. of pumpkin in each batch. Made with Pale, Munich and Crystal malts green and roasted pumpkin seeds, pumpkin in the mash, boil and fermenter. Bittered with Horizon hops. Spiced in conditioning with nutmeg, clove, cinnamon, ginger and allspice.",6.7,375.0,25.125,19.823625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,47,14,36,13,2,92,19,118,40
Elysian Brewing Company The Great Pumpkin,The Great Pumpkin,Elysian Brewing Company,Pumpkin Beer,,8.4,375.0,31.5,24.8535,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,31,5,33,23,2,117,7,102,37
Elysian Brewing Company The Wise ESB,The Wise ESB,Elysian Brewing Company,Bitter - English Extra Special / Strong Bitter (ESB),"Exquisitely balanced.Tasting Notes: Pours reddish-copper with a thin, creamy beige head. Subtle smells of caramel, honey, citrus and grassy floral hops entice while the taste delivers a pleasantly bold hop flavor against a very strong malt backbone. Well-balanced and delicious.Malts: Pale, Munich, C77, CaraHell and Belgian Special B.Hops: Bittered with Chinook, finished with Cascade and Centennial.Body: Medium.IBU: 60",5.9,375.0,22.125,17.456625000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,24,63,105,74,34,1,37,140,12,126
Emmett's Brewing Company Robust Porter,Robust Porter,Emmett's Brewing Company,Porter - Robust,,5.5,375.0,20.625,16.273125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,3,35,20,18,3,0,4,8,2,38
Empire Brewing Company Black Magic Stout,Black Magic Stout,Empire Brewing Company,Stout - Irish Dry,"A traditional dry Irish stout, carbonated with nitrogen (it pours very much like a Guinness). Dry roasted flavors are prominent, with hints of chocolate and coffee on the finish.",4.8,375.0,18.0,14.202,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,43,100,76,52,10,1,16,44,12,114
Empire Brewing Company Cream Ale,Cream Ale,Empire Brewing Company,Cream Ale,"Empire Cream Ale is carbonated with nitrogen so it cascades as it pours. This golden pub style ale has an extremely smooth mouthfeel, and a crisp hop flavor.",5.8,375.0,21.75,17.16075,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,17,86,30,27,12,3,12,32,2,58
Empyrean Brewing Company Burning Skye Scottish Ale,Burning Skye Scottish Style Ale,Empyrean Brewing Company,Scottish Ale,"Brewed in the tradition of Scotland's malty-sweet beers. Sweet and smooth with a wee hint of smoked character. Brewed with American, English & German grown barley and American hops.13 IBU",5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,18,41,26,68,17,2,19,21,34,105
Empyrean Brewing Company Third Stone Brown,Third Stone Brown,Empyrean Brewing Company,Brown Ale - English,"A myth shattering ale that proves all dark beers don't have to be filling. Sweetly smooth with nutty hints of roasted caramel flavor. Brewed with American, Canadian and English grown barley and American hops.13 IBU",5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,12,84,29,68,19,0,18,33,7,133
English Ales Brewery Monterey Bay Wheat,Monterey Bay Wheat,English Ales Brewery,Wheat Beer - Kristallweizen,,4.5,375.0,16.875,13.314375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,1,4,2,7,5,1,4,3,1,16
Epic Brewing Company Epic Lager,Epic Larger,Epic Brewing Company,Pilsner - Imperial,"Tigers. Balls of Twine. Waimea Bay waves. Pyramids. Ohakune Carrots. Some things are meant to be big. Flavours. Aromas. Beer. The list is large but we think it should be bigger. There is a time and place for subtlety, for a delicate touch. This is not one of them. Turning the amplifier up to eleven? Yeah, that’s it.",8.5,375.0,31.875,25.149375000000003,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,17,23,41,47,22,0,42,50,3,40
Erdinger Weissbräu Erdinger Oktoberfest Weissbier,Oktoberfest Weissbier,Erdinger Weissbräu,Wheat Beer - Hefeweizen,,5.7,375.0,21.375,16.864875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,26,38,18,30,23,1,35,33,21,68
Erdinger Weissbräu Erdinger Weissbier,Erdinger Weissbier (Hefe-Weizen),Erdinger Weissbräu,Wheat Beer - Hefeweizen,"Every sip leaves you wanting more – our ERDINGER Weissbier with fine yeast is the crowning glory of traditional Bavarian brewing skills.The strength of this classic wheat beer lies in the harmonious balance it achieves between the various aromas. Gently spicy wheat and yeast aromas blend with mildly bitter hops. The invigorating carbon dioxide ensures its typical liveliness. A premium beer whose full-bodied yet elegant character leaves a lasting impression of ultimate Bavarian enjoyment. A truly unique wheat beer!ERDINGER Weissbräu allows its top-fermenting specialty to mature in the bottle in the traditional manner, just like champagne. This wheat beer from Erding offers more than just sparkling refreshment – it gives a true taste of Bavaria.",5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,17,26,8,20,31,1,43,16,24,45
Erdinger Weissbräu Erdinger Weissbier Alkoholfrei,Erdinger Weissbier Alkoholfrei (Non-Alcoholic),Erdinger Weissbräu,Low Alcohol Beer,,0.5,375.0,1.875,1.479375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,22,32,38,46,12,3,14,77,21,90
Erdinger Weissbräu Erdinger Weissbier Dunkel,Erdinger Weissbier Dunkel,Erdinger Weissbräu,Wheat Beer - Dunkelweizen,"Also labelled as Erdinger Hefe-Weizen DunkelCarefully selected dark malts with delicate roasting aromas give ERDINGER Dunkel its full-bodied flavor and strong character.This elegant wheat beer has a lustrous, deep dark-brown appearance in the glass. The first sip reveals a harmonious symphony of carefully selected wheat and barley malts with exquisite Hallertau aroma hops. The taste buds detect hints of caramel, nuts and fresh bread. An unmistakable top-fermenting accent is provided by ERDINGER’s traditional yeast.ERDINGER Dunkel first saw the light of day in 1989, when ERDINGER’s master brewers created a dark wheat beer as a birthday present for the private brewery’s owner, Werner Brombach. He liked it so much that he decided to put it on the market in 1990.",5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,49,21,40,10,1,23,22,15,95
Erdinger Weissbräu Erdinger Weissbier Kristallklar,Erdinger Weissbier Kristallklar,Erdinger Weissbräu,Wheat Beer - Kristallweizen,"US import name ""Erdinger Weissbier Crystal Clear""Crystal-clear with an inviting frothy head: this lively wheat beer specialty features fruity-fresh aromas.With its extra portion of sparkling and energizing carbonic acid, ERDINGER Kristall is especially refreshing! Strong malted wheat notes combine with an elegant hop bouquet to round off the finish.It gets its shining, crystal-clear appearance from intensive filtration. Those who feel traditional Bavarian wheat beer is a little too cloudy will love the clarity of this top-quality ERDINGER beer.""",5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,28,40,16,46,33,4,50,34,10,101
Erdinger Weissbräu Erdinger Weissbier Pikantus,Erdinger Weissbier Pikantus,Erdinger Weissbräu,Bock - Weizenbock,"ERDINGER Pikantus is already a legend during the “strong beer season”. But with its complex symphony of aromas, it also stimulates the taste buds – making it a perfect aperitif.With an ABV of 7.3% and an original wort of 16.7°P, this bock beer is ERDINGER Weissbräu’s strongest contender.For a true Bavarian aperitif, divide a bottle of ERDINGER Pikantus between two connoisseur glasses – with its dark color and smooth creamy head, Pikantus is already a feast for the eyes. The flavor that develops on the palate is well-rounded and malty with a hint of nutmeg and fine nougat. The sparkling nature of ERDINGER Pikantus harmonizes perfectly with its slightly sweet character, as well as its soft and delicate finish.",7.3,375.0,27.375,21.598875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,16,52,10,103,33,0,63,8,30,86
Erie Brewing Co. Derailed Black Cherry Ale,Derailed Black Cherry Cream Ale,Erie Brewing Co.,Cream Ale,Formerly Derailed Black Cherry Ale,5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,20,55,5,71,88,3,103,25,5,58
Erie Brewing Co. Ol' Red Cease And Desist,Ol' Red Cease & Desist Wee Heavy Ale,Erie Brewing Co.,Scotch Ale / Wee Heavy,,10.1,375.0,37.875,29.883375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,43,15,106,29,1,56,30,7,107
Erie Brewing Co. Railbender Ale,Railbender Ale,Erie Brewing Co.,Scottish Ale,"Erie Brewing Company flagship beer features a deep malt flavor, caramel sweetness lingering in a soft hop flavor. Dark Amber.",6.8,375.0,25.5,20.119500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,40,24,94,13,2,26,22,6,103
Evil Twin Brewing Evil Twin Ashtray Heart,Ashtray Heart,Evil Twin Brewing,Smoked Beer,"Brewed at De Molen, the Netherlands..",8.9,375.0,33.375,26.332875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,64,43,39,9,0,9,13,81,70
Evil Twin Brewing Evil Twin Biscotti Break,Imperial Biscotti Break,Evil Twin Brewing,Stout - American Imperial,"The Roman Empire had a certain ""je ne sais quoi"" - festive food culture, extravagant architecture, and spectacular live entertainment. Some might argue the Emperors were brutal, mad, and hungry for power, and the people vain when taking baths and working out all day. Listen - that's still all part of the secret Imperial ingredient - keep it cool, clean, confident, arrogant, and flamboyant. Forza Imperiale.",11.5,375.0,43.125,34.025625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,11,74,66,57,7,1,12,19,34,158
Evil Twin Brewing Evil Twin Yang,Yin & Yang,Evil Twin Brewing,Porter - Imperial,,10.0,375.0,37.5,29.587500000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,5,55,67,35,22,0,27,64,7,77
Evolution Craft Brewing Company Rise Up Stout,Rise Up Coffee Stout,Evolution Craft Brewing Company,Stout - American,"A caribbean style stout, infused with coffee. Ours is rich and dark with a toasted brown head, well balanced, roasty and full flavored. Cold steeping ...Read Morewith organic coffee from local shop Rise Up Coffee imparts a generous but balanced coffee nose and flavor",6.7,375.0,25.125,19.823625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,72,114,32,4,0,1,28,8,146
Evolution Craft Brewing Company Secret Spot Winter Ale,Secret Spot Alt Ale,Evolution Craft Brewing Company,Altbier,,6.3,375.0,23.625,18.640125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,14,53,69,67,29,0,23,87,18,103
Fargo Brewing Company Stone's Throw Scottish Ale,Stone's Throw Scottish Ale,Fargo Brewing Company,Scottish Ale,"Stone’s Throw is dark, complex, and smooth. It is very approachable for those new to craft beer, satisfy serious veterans. The aroma hints of toasted breadcrumbs, caramel, and dried fruits. The flavor is dominated by caramel toffee, toasty malt, hints of cocoa, honey sweetness.19 IBU",4.5,375.0,16.875,13.314375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,7,48,33,73,18,0,18,44,12,128
Fat Heads Brewery & Saloon Alpen Glow Weizenbock,Alpen Glow,Fat Heads Brewery & Saloon,Bock - Weizenbock,"If you look closely, you can imagine the magic of the dusk light on the mountains reflected in the amazing color of this brew. Unfiltered with a foggy appearance and light aromas of wheat, bubblegum, clove and spice. Finishes silky smooth. Take a sip and set your mind aglow.",7.0,375.0,26.25,20.71125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,10,48,10,56,23,0,66,7,34,55
Fat Heads Brewery & Saloon Bumbleberry Honey Blueberry Ale,Bumble Berry Honey Blueberry Ale,Fat Heads Brewery & Saloon,Fruit and Field Beer,"Brewed with fresh harvested spring honey and infused with fresh blueberries. A light, refreshing ale with a nice blueberry aroma, crackery malt flavors, a hint of sweetness and a refreshing blueberry finish.",5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,22,19,12,143,22,6,81,19,6,77
Fat Heads Brewery & Saloon Christmas Ale,Holly Jolly Christmas Ale,Fat Heads Brewery & Saloon,Winter Warmer,"Once upon a frozen evening way up north, a sweet local honey named Holly inspired our Jolly Fat Man (as only Holly can) to create this festive spiced holiday ale. We think you will enjoy this holiday creation with it's aromas and flavors of Christmas day. Sweet malt, ginger, honey and cinnamon spice. Sip this by the fire with your significant other. Who knows, maybe it will lead to a little inspiration of your own. From our Jolly Fat Man to yours, Happy Holidays.Chill out man, have a beer!Matt - Chris- Glenn",7.4,375.0,27.75,21.894750000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,12,45,10,62,5,0,16,30,123,70
Fat Heads Brewery & Saloon Fat Head's Head Hunter IPA,Head Hunter,Fat Heads Brewery & Saloon,IPA - American,"Head Hunter is an aggressively dry-hopped, West Coast-style IPA with a huge hop display of pine, grapefruit, citrus and pineapple. A punch-you-in-the-mouth brew for those who truly love their hops! Uncivilized. Aggressive. Award-Winning.",7.5,375.0,28.125,22.190625,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,25,36,71,46,63,0,97,110,6,40
Fat Heads Brewery & Saloon Hop JuJu Imperial IPA,Hop JuJu,Fat Heads Brewery & Saloon,IPA - Imperial,"The magical hops cast their spell, the natives chant and the drums beat... First let us conﬁrm that there is no witchcraft used in creating this ﬁne brew. None. Really. Well maybe a little. A supernatural beer with a powerhouse of hops creating aromas and ﬂavors of citrus, pine and tropical fruit with a juicy resiny hop finish. Hakuna Matata.",9.0,375.0,33.75,26.62875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,9,13,67,25,48,0,66,96,5,13
Fat Heads Brewery & Saloon Spooky Tooth Imperial Pumpkin,Spooky Tooth Imperial Pumpkin,Fat Heads Brewery & Saloon,Pumpkin Beer,"Rich amber color with aroma of sweet pumpkin pie and savory spices. Creamy mouthfeel with flavors of pumpkin followed by sweet malt, pie crust, spice, hints of brown sugar and a clean finish.",9.0,375.0,33.75,26.62875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,3,47,9,50,4,3,63,8,98,80
Fat Heads Brewery & Saloon Up In Smoke Smoked Porter,Up In Smoke Smoked Porter,Fat Heads Brewery & Saloon,Porter - Smoked,,5.7,375.0,21.375,16.864875,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,6,66,28,23,1,1,3,6,102,61
Fearless Brewing Company Scottish Ale,Scottish Ale,Fearless Brewing Company,Scottish Ale,,5.3,375.0,19.875,15.681375000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,13,46,29,57,15,0,15,41,7,103
Federal Jack's Restaurant & Brew Pub Kennebunkport IPA,Kennebunkport IPA,Federal Jack's Restaurant & Brew Pub,IPA - English,,6.2,375.0,23.25,18.344250000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,8,23,43,34,16,1,16,62,2,36
Federal Jack's Restaurant & Brew Pub Kennebunkport Porter,Kennebunkport Porter,Federal Jack's Restaurant & Brew Pub,Porter - English,,5.6,375.0,21.0,16.569,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,19,47,47,32,7,0,8,32,4,63
Fentimans Ltd. Fentimans Full Bodied Shandy,Fentimans Full Bodied Shandy,Fentimans Ltd.,Low Alcohol Beer,,0.5,375.0,1.875,1.479375,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,2,12,8,14,25,0,31,11,4,11
Feral Brewing Co. Smoked Porter,Smoked Porter,Feral Brewing Co.,Porter - Smoked,,4.7,375.0,17.625,13.906125000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,1,41,30,25,3,2,5,14,45,54
Fiddlehead Brewing Company IPA,Fiddlehead IPA,Fiddlehead Brewing Company,IPA - New England,"This medium bodied American style IPA has an alluring golden glow and beautifully blends three strains of hops. While strong citrus notes ambush your taste buds halfway through the palate, the beer finishes very crisp and dry.53 IBU",6.2,375.0,23.25,18.344250000000002,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,42,45,55,51,83,2,130,71,5,30
FiftyFifty Brewing Co. BART,BART,FiftyFifty Brewing Co.,Strong Ale - American,"Ale brewed with honey.Barrel Aged Really Tasty. it's pretty simple actually - a delicious blend of our Imperial Honey Stout and Barleywine Ale, aged to perfection in oak bourbon barrels. Delightful aromas of caramel, vanilla and dark fruits, followed by brown sugar, dark molasses, espresso and chocolate on the palette. The complexity evolves as BART warms up, and it's the perfect beer to sip with a friend and celebrate all that is good in the world.",12.0,375.0,45.0,35.505,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,6,83,38,96,22,0,24,19,27,129
FiftyFifty Brewing Co. Imperial Eclipse Stout - Elijah Craig (12 Year),Imperial Eclipse Stout - Elijah Craig (12 Year),FiftyFifty Brewing Co.,Stout - American Imperial,Imperial Stout aged 200 days in an Elijah Craig bourbon barrel.,11.9,375.0,44.625,35.209125,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,3,80,24,75,4,0,5,4,11,109
Figueroa Mountain Brewing Co. Danish Red Lager,Danish Red Lager,Figueroa Mountain Brewing Co.,Lager - Vienna,"Danish Style Red Lager (Dansk Red) is inspired by the red lagers of Denmark and the signature red color in the Danish flag. This quality beer is crafted with a blend of European base and sweet caramel malt, creating a beautiful red hue.",5.0,375.0,18.75,14.793750000000001,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,19,43,27,51,15,0,17,38,2,88
Finlandia Sahti Ky Finlandia Sahti,Finlandia Sahti,Finlandia Sahti Ky,Farmhouse Ale - Sahti,,8.0,375.0,30.0,23.67,False,False,False,True,,beer_profile_and_ratings.csv,raw-2026-08-11,7,18,12,61,20,0,25,17,6,19
